input,output
特处士道说：“寅将军气度非凡，实在令人欢欣！实在令人欢欣！”,特处士道：“寅将军丰姿胜常，真可喜！真可喜！”
这碗辣煸煸的汤水粉条又长又香，连绵不断的香味让人回味无穷。,辣煼煼汤水粉条长，香喷喷相连添换美。
现在施展巧妙的计谋，在入门檐处翩翩起舞。,如今施巧计，飞舞入门檐。
二官行完礼，站在两边说：“御弟爷爷，恭喜了！”,二官拜毕起来，侍立左右道：“御弟爷爷，万千之喜了！”
在那个时候，老妖手下的猱狮、雪狮、狻猊、白泽、伏狸和抟象的子孙们，每个人都手持着锋利的武器，黄狮领着他们，一起放出狂风，直接冲向豹头山界。,当时老妖点猱狮、雪狮、狻猊、白泽、伏狸、抟象诸孙，各执锋利器械，黄狮引领，各纵狂风，径至豹头山界。
那位女主高兴地想和丈夫结婚，而那位长老却忧郁地只想去寺庙祈祷。,那女主喜孜孜欲配夫妻，这长老忧惶惶只思拜佛。
三藏说：“我是来自大唐东土的使者，前往西天取经，今日抵达贵地，天色已晚，听到您府上的鼓声，特地前来请求借宿一晚，明日一早就离开。”,三藏道：“我是东土大唐钦差往西天取经者，今到贵处，天色已晚，听得府上鼓钹之声，特来告借一宿，天明就行也。”
他们只是说战争只是一场游戏，回来只是为了生存，没想到会有这样的事情发生！,这番也只说战他们不过，顾命而回，岂知又有这般样事！
八戒说：“我们去老陈家睡觉吧。”,八戒道：“往老陈家睡觉去。”
几行可怜的雁，在空中远远地排成一行。,可怜数行雁，点点远排空。
三藏高兴地喊道：“高太公，去拿个香案来用一下。”,三藏大喜，便叫：“高太公，取个香案用用。”
老人说：“如果你有办法打败他，我可以找几个本庄长者和你一起写一份文书。如果你赢了，你可以要多少钱，我们都不会少给你的；但如果输了，就不要和我们赖账，一切听天由命吧。”,老者道：“你若果有手段拿得他，我请几个本庄长者与你写个文书。若得胜，凭你要多少银子相谢，半分不少；如若有亏，切莫和我等放赖，各听天命。”
师道：“老夫自然有。”,道人说：“师父，有。”
"""他说他只需要走四十里的路，但我这个老猪还是个长工！""",“这等说，他只挑四十里路，我老猪还是长工！”
三藏问：“这个东西怎么样？”,”三藏道：“此物何如？
行者问道：“为何无法前行？”,行者道：“怎么走不得？”
在这个时候，夜已经深了，铜壶里的水滴滴答答地流着，月色明亮；金铎的声音在风中飘荡。,此时已近二更，正是那：铜壶滴漏月华明，金铎叮当风送声。
每家都在举办宴席，热闹非凡。,这家也开宴，那家也设席。
再次召唤来代替祭品的孩子陈关保和一秤金，向他们表示感谢，然后请他们到寺庙观看。,又唤出原替祭之儿女陈关保、一秤金叩谢，复请至寺观看。
女怪渴望找到伴侣，而男僧却不愿泄露元精！,女怪只因求配偶，男僧怎肯泄元精！
雄伟的气节永世长存，深根深植于九泉之底。,壮节凛然千古秀，深根结矣九泉藏。
这位行者保护了三藏，寺中的和尚们见太子如此绸缪，自然恭敬。,这行者保护了三藏，那本寺中的和尚，见他们与太子这样绸缪，怎不恭敬？
突然间，看着渭河推马而去，仿佛摆脱了阴间，直接回到人间。,扑的一声，望那渭河推下马去，却就脱了阴司，径回阳世。
终于放手，站在两旁。,果然撒手，两边站定。
那怪物化身为一位俊俏的文人，出现在朝廷中，与国王结亲，还将师父变成了一只老虎。,那怪变做个俊俏文人入朝，与国王认亲，把师父变作老虎。
核桃和柿饼，龙眼和荔枝。,核桃柿饼，龙眼荔枝。
行者故意转过头说：“你有点不了解情况！”,”行者故意的扭过头去道：“你有些不晓事！
沙僧和八戒笑着说：“哥哥，最近你又学会看相了吗？”,沙僧与八戒笑道：“哥哥近日又学得会相面了。”
行者递给八戒一张简单的帖子，八戒一看便知是赞美之词，感到惭愧。沙僧笑着说：“二哥真是了不起，竟然让四位菩萨来与他结亲！”,”行者把那简帖儿递与八戒，八戒见了是颂子，更加惭愧。沙僧笑道：“二哥有这般好处哩，感得四位菩萨来与你做亲！
殷小姐对刘贼深恶痛绝，恨意让她无法进食肉类，更无法入眠，但由于她怀有身孕，不知是男是女，不得已的情况下，她只好勉强服从。,却说殷小姐痛恨刘贼，恨不食肉寝皮，只因身怀有孕，未知男女，万不得已，权且勉强相从。
大圣使用摄法，迅速飞向云层，然后转身，直接来到路下坑坎边。,那大圣使个摄法，早已驾云出去，复翻身，径至路下坑坎边前。
行者说：“只有风起浪，水才会平静。”,”行者道：“有风方起浪，无潮水自平。
这位虎将不仅能改变形态，还带着熊师的气息，而那豹头彪帅却展现出了精神风貌。,虎将熊师能变化，豹头彪帅弄精神。
祖师说：“你既然诚实，怎么能说东胜神洲？那里离我很远，要经过两片大海，一座南赡部洲，怎么才能到达这里呢？”,祖师道：“你既老实，怎么说东胜神洲？那去处到我这里，隔两重大海，一座南赡部洲，如何就得到此？”
龙王说：“那家伙还在海里关着，我怕自己做主不妥，所以想请大圣处置一下。”,龙王道：“那厮还锁在海中，未敢擅便，正欲请大圣发落。”
大圣说：“这人真没礼貌！”,大圣道：“这厮却是无礼！”
行者迈着坚定的步伐，用严厉的声调说道：“我就是孙行者。”,行者进前一步，厉声道：“老孙便是。”
妖王说：“父王总是挂在嘴边的八个字，说他给了我永垂不朽的寿命，怎么今天就忘了！这不可能！肯定是假的！”,妖王道：“父王把我八个字时常不离口论说，说我有同天不老之寿，怎么今日一旦忘了！岂有此理！必是假的！”
女人微笑着，没有回答，她用手轻轻地拖动着跳板。,妇人微笑不答，用手拖上跳板。
在路上走着，突然不见了那个报信的老者。沙僧说：“他就是妖怪，假装成别人的样子来吓唬我们。”,正行间，不见了那报信的老者，沙僧道：“他就是妖怪，故意狐假虎威的来传报，恐唬我们哩。”
星官大声喊道：“小妖，大圣在哪里？我们是上界派来降服你的天神。让他赶紧投降，否则将会受到惩罚。如果不服从，我们将全部消灭你！”,星官厉声高叫道：“那小妖！你那大圣在那里？我等乃上界差调的天神，到此降你这造反的大圣。教他快快来归降；若道半个‘不’字，教汝等一概遭诛！”
三藏再次感谢了恩惠，邀请他和其他三个人一起到阁内观看。,三藏又谢了恩，招呼他三众，都到阁内观看。
行者说：“那一天正是玉皇降临的日子，看到你把斋供给狗吃，还说脏话，玉帝立刻记录了三件事。”,行者道：“那一日正是玉皇下界之日，见你将斋供喂狗，又口出秽言，玉帝即立三事记汝。”
国王听命，将怪人带到黄金台阶上，自己也跟着舞蹈并呼喊，向他行礼。,国王准奏叫宣，把怪宣至金阶，他一般的也舞蹈山呼的行礼。
行者说道：“披香殿旁边有一座米山，大约十丈高；还有一座面山，大约二十丈高。米山上有一只小鸡，嘴巴紧闭着，慢慢地吃着米；面山边还有一只金毛哈巴狗，嘴巴长长地吃着面。左边还有一座铁架子，上面挂着一把黄金大锁，锁的柄很粗，下面有一盏明灯。等鸡吃完了米，狗吃完了面，灯的火焰快要烧到锁的柄，那时才会下雨。”,行者道：“披香殿立一座米山，约有十丈高下；一座面山，约有二十丈高下。米山边有拳大的一只小鸡，在那里紧一嘴，慢一嘴的嗛那米吃；面山边有一个金毛哈巴狗儿，在那里长一舌，短一舌的餂那面吃。左边又一座铁架子，架上挂一把黄金大锁，锁梃儿有指头粗细，下面有一盏明灯，灯焰儿燎着那锁梃。直等那鸡嗛米尽，狗餂面尽，灯燎断锁梃，他这里方才该下雨哩。”
天空中飘着银色的河流，白云回家了。,银汉横天宇，白云归故乡。
沙僧表现出色，手持降妖杖，一招制服了假冒的沙僧，结果发现只是一个猴子假冒的。,好沙僧，双手举降妖杖，把一个假沙僧劈头一下打死，原来这是一个猴精。
在训练场上，棒迎铲架激烈对抗，胜负未定。,棒迎铲架争高下，不见输赢练战场。
三藏问：什么是将计就计？,”三藏道：“怎么叫做将计就计？
众臣说：“陛下请放心，不会有水灾。”,”众臣道：“陛下宽心勿惧，有甚水灾来？
国王下令宫人们取无根水，官员们纷纷说道：“神僧曾言，无根水并非源自井河，而是来自天降而不沾染地面的泉水。”,国王便教宫人取无根水，众官道：“神僧说，无根水不是井河中者，乃是天上落下不沾地的才是。”
三藏知道这是观音菩萨教他的真言，立刻点燃香烛，面向东方虔诚地祈祷。,三藏情知是观音菩萨授此真言，急忙撮土焚香，望东恳恳礼拜。
行者说：“昨天也受过一次，只是晚上才好些，现在还有些痒，担心天气会变阴，麻烦治疗一下。”,”行者道：“昨日也曾遭过，只是过了夜，才不疼，如今还有些麻痒，只恐发天阴，也烦治治。
鬼王回奏的事情不在这里讨论。,鬼王回奏不题。
师父虽然渴望经历异域风情，却无法摆脱苦海的束缚，因此每一步都艰难无比。,但只是师父要穷历异邦，不能彀超脱苦海，所以寸步难行也。
那菩萨从衣袖里拿出一个锦袋，取出定风丹给行者，然后缝在衣领里。她告诉行者：“来不及了，往西北走，就是罗刹的山场。”,那菩萨即于衣袖中取出一个锦袋儿，将那一粒定风丹与行者安在衣领里边，将针线紧紧缝了，送行者出门道：“不及留款，往西北上去，就是罗刹的山场也。”
行者拿着钯，抓住他的耳朵：“看那坐在大厅上的人是谁？就是我的老师。”,行者拑着他的钯，揪着他的耳道：“你看那厅堂上端坐的是谁？乃吾师也。”
螃蟹、甲鱼、鱼和虾朝拜，鸟兽四处游荡无家可归。,蟹鳖鱼虾朝上拜，飞禽走兽失窝巢。
金星看到宫门上有个孩子在那里守候，他认出了金星，于是走进去报告：“太白金星老爷来了。”天王听到后出门迎接，看到金星手中捧着旨意，就让他点燃香。,金星见宫门首有个童子侍立，那童子认得金星，即入里报道：“太白金星老爷来了，”天王遂出迎迓，又见金星捧着旨意，即命焚香。
他曾经是百眼魔君，也有人称呼他为多目怪。,他本是个百眼魔君，又唤做多目怪。
唐僧拒绝接受，一点都不收。,唐僧坚辞，分文不受。
红梅在翠竹的映衬下显得格外艳丽，绿柏和青松相映成趣。,红梅翠竹，绿柏青松。
行者仰起脸看着，看到祥云环绕，感觉很神奇。他转身对小妖说：“装个天吧。”,行者仰面观之，只见祥云缭绕，果是有神，却回头对小妖道：“装天罢。”
三股叉舞动起来，像擎起了天空，挥舞着如日如画；千花尾摇曳着，搅动起雾飞云涌。,三股叉擎天幌日，千花尾扰雾飞云。
悟空在一旁笑着说道：“那个家伙虽然有点本事，但那个圈子却厉害得很。不知道那是什么宝贝，扔出去就能套住各种东西。”,悟空在旁笑道：“那厮神通也只如此，争奈那个圈子利害。不知是甚么宝贝，丢起来善套诸物。”
雷声和电光都没有出现。,果然雷也不鸣，电也不灼。
那位娘娘展现了妩媚的风采，吸引着精灵。,那娘娘做出妖娆之态，哄着精灵。
于是放下武器，抓住尾巴，倒着拉过来。,遂此收了兵器，抓着尾巴，倒拉将来。
在方丈后边，孙行者守卫着，辟火罩挡住了前面的禅堂，其他地方火光熊熊，照得通明，金光四射！,孙行者护住了后边方丈，辟火罩罩住了前面禅堂，其余前后火光大发，真个是照天红焰辉煌，透壁金光照耀！
行者喊道：“师父，请过来看看。”,行者叫：“师父，你来看看。”
在深夜，一阵涤涤托托的声音响起，伴随着梆铃齐鸣。大圣轻车熟路地走进房间，看到一座石床，两侧摆放着几位涂粉搽胭的山精树鬼，正在伺候着老魔。大圣随意地脱掉鞋子，解开衣袖，享受着夜幕下的安宁。,又有些该班坐夜的，涤涤托托，梆铃齐响，这大圣越好行事，钻入房门，见有一架石床，左右列几个抹粉搽胭的山精树鬼，展铺盖伏侍老魔，脱脚的脱脚，解衣的解衣。
女怪问：“还有床和被子，为什么不睡觉？”,女怪道：“我枕剩衾闲何不睡？”
"""行者问：""令弟在哪里？",”行者道：“令弟何在？
这场战斗中，大圣和惠岸对抗了五六十回合，惠岸感到手臂酸麻，无法继续迎战，他虚晃一枪，然后败退而去。,这大圣与惠岸战经五六十合，惠岸臂膊酸麻，不能迎敌，虚幌一幌，败阵而走。
走到未来，看到一群僧人送行，都舍不得离开。,及至前途，又见众僧叩送，俱不忍相别。
我在哪里安身？,我在那里住？
「雨有几种尺寸？」,雨有多少尺寸？
两个怪物惊慌失措，匆忙站起来拿起壶和碗胡乱地摔在地上。行者手持铁棒拦住他们，说道：“如果我击毙了你，没有人能证明我的清白。”,两个怪物慌了，急起身拿壶拿碗乱掼，被行者横铁棒拦住道：“我若打死你，没人供状。”
把妖怪的心肝系在一根绳子上，做一个活扣，这个扣子不会松也不会紧，一紧就会感到疼痛。,把一头拴着妖怪的心肝系上，打做个活扣儿，那扣儿不扯不紧，扯紧就痛。
在海棠庭院中，一群双燕飞来，正是春光明媚之时。,海棠庭院来双燕，正是赏春时。
才 悟空压云头。,悟空才按下云头。
小妖说：“我正在那里感到困扰。”,”小妖道：“正在那里着恼哩。
在赏花灯时，禅心变得混乱；喜欢游览美景，道心却变得迷茫。大丹自古以来都适宜长久守护，但一旦失去，原来会感到亏欠。紧闭自己，不要放松；稍有懈怠，便会看到参差。,爱赏花灯禅性乱，喜游美景道心漓。大丹自古宜长守，一失原来到底亏。紧闭牢拴休旷荡，须臾懈怠见参差。
谁敢在我这里大喊！,是甚么人，在我这里吆喝！
八戒和沙僧挑着两担物品，一卷卷地装进包里，驮在马上。然后，他们又来宝座前叩头，向如来道谢后，走出门外。,一卷卷收在包里，驮在马上，又捆了两担，八戒与沙僧挑着，却来宝座前叩头，谢了如来，一直出门。
太子的六种武器可以变成无数种形态；孙悟空的金箍棒可以变成无数种形态。,那太子六般兵器，变做千千万万；孙悟空金箍棒，变作万万千千。
归来炉里采，志心功果即西天。,采得归来炉里炼，志心功果即西天。
八戒走到强盗身边，推着他问道：“为什么你不动弹了？”,八戒近前推着他，叫道：“强盗，你怎的不动弹了？”
行者，拿下来交给行者，解开腰间的狮蛮带。,即将腰间的狮蛮带解下，递与行者。
再次站在那座朝圣楼前，穿着绛纱衣，感受着星辰的灿烂；戴着芙蓉冠，看着金璧的光辉。,又至那朝圣楼前，绛纱衣，星辰灿烂；芙蓉冠，金璧辉煌。
用油札糖浇在花团锦砌上。,油札糖浇，花团锦砌。
让我们下次再探讨那个童子是如何皈依的吧。,毕竟不知那童子怎的皈依，且听下回分解。
猴王说：“虽然我感到高兴，但也有一些担忧，所以有些烦恼。”,猴王道：“我虽在欢喜之时，却有一点儿远虑，故此烦恼。”
练就坚固的骨骼如同天地同寿，打造粗糙的皮肤比铁还要坚韧。,修成坚骨同天寿，炼就粗皮比铁牢。
夜幕降临，点亮灯具，大家一起在草堂上闲谈。,渐渐晚了，又掌起灯来，都在草堂上闲叙。
八戒笑着说：“这家伙真是不要脸！你难道要捶扁鼻子，流出血来，抹红了脸，来告诉我们吗？”,八戒笑道：“这厮放赖不羞！你好道捶破鼻子，淌出些血来，搽红了脸，往那里告我们去耶？”
那怪物弯腰挺身，宛如一座东去的彩虹，八戒说道：“这虽然像座桥，但没人敢过去。”,那怪物躬起腰来，就似一道路东虹，八戒道：“虽是象桥，只是没人敢走。”
老妖和大圣经过三十回合的对战，不分伯仲。,那老妖与大圣斗经三十回合，不分胜败。
在那里，道路蜿蜒曲折，时而高时而低，一直延伸到沙滩上。远远望去，可以看到一排人家居住的地方，大约有四五百户，它们都住得很好。可以看到房屋依山而建，靠近溪水。,那里有甚正路，没高没低，漫过沙滩，望见一簇人家住处，约摸有四五百家，却也都住得好，但见倚山通路，傍岸临溪。
"""那傻子捡起碗盏，跟着行者走了。有两个官员问：""长老要去哪里？""",”那呆子捞个碗盏拿了，就跟行者出门。有两个在官人问道：“长老那里去？
身上带着通关文牒，包裹袋里缠着锦套。,通关文牒紧随身，包裹袋中缠锦套。
第二天，盛大地举办了一场盛宴，唐僧坐在主位，孙悟空、八戒、沙僧则分别坐在两侧，郡侯和本郡的大小官员都前来参加，一起举杯献上美食美酒，吹吹打打，热情款待了一整天。,次日，大开佳宴，请唐僧高坐，孙大圣与八戒沙僧列坐，郡侯同本郡大小官员部臣把杯献馔，细吹细打，款待了一日。
八戒和土地按照约定攻破了洞门，没有再提起这件事。,那八戒与土地，依言攻破洞门不题。
行者说：“过来。”,”行者道：“你上来。
这位父亲是海州陈状元，外祖则是当朝长官。,父是海州陈状元，外公总管当朝长。
沙僧松开束缚，站了起来，心中暗自庆幸道：“古人说得好，帮助他人即帮助自己。若非我方便了他，他也不会释放我。”,沙僧见解缚锁住，立起来，心中暗喜道：“古人云，与人方便，自己方便。我若不方便了他，他怎肯教把我松放松放？”
八戒说道：“师傅，这里看起来像是公侯的住所，相府的地方。前门外没有人，想必他们都在里面生火取暖。你们坐着，让我进去看看。”,八戒道：“师父，这所在想是公侯之宅，相辅之家。前门外无人，想必都在里面烘火。你们坐着，让我进去看看。”
众灵官得知消息，立即赶来。,众灵官听说，随报。
听说怪物，吓得不敢靠近，挡在门口大声警告：“别废话！我平时都吃男童，今年居然要吃女童！”,怪物听说，又不敢动手，拦住门喝道：“你莫顶嘴！我常年先吃童男，今年倒要先吃童女！”
他的参天大树，是自古以来珍奇的根茎。,他那人参果树，乃天开地辟的灵根。
在这时候，一个人突然开口说道：“这猴子是三百年前天产的石猴。当时大家都不以为意，不知道这几年它到底在什么地方修炼成了仙，能够降龙伏虎，甚至还可以消除死籍。”这个人就是千里眼和顺风耳中的一个。,一言未已，班中闪出千里眼、顺风耳道：“这猴乃三百年前天产石猴。当时不以为然，不知这几年在何方修炼成仙，降龙伏虎，强销死籍也。”
走过花瑶草古柏苍松的地方，发现家家向善，户户斋僧。每当有人在山下修行，总能听到林间客在诵经。,见了些琪花、瑶草、古柏、苍松，所过地方，家家向善，户户斋僧，每逢山下人修行，又见林间客诵经。
大圣登上了高峰，环顾四周，一无所见，突然转身，眼前突然出现一抹绚丽的霞光，他立即驾着云雾追上去，最终发现了太白金星。,好大圣，跳上高峰，四顾无迹，急转面，见半空中有彩霞幌亮，即纵云赶上看时，乃是太白金星。
小妖说：“装就装吧，随便阿绵花屎怎么样？”,小妖道：“要装就装，只管阿绵花屎怎的？”
直到在宫中相见，上坐献茶完毕，便问道：“您何时得到了道行，学到了什么仙术呢？”,直至宫里相见，上坐献茶毕，问道：“上仙几时得道，授何仙术？”
八戒笑着说：“你真是不懂变通，俗话说得好，粗糙的柳簸箕和细柳斗相比，谁见过男人长得丑呢？”,八戒笑道：“你甚不通变，常言道，粗柳簸箕细柳斗，世上谁见男儿丑。”
不知道是我致命，还是你致命！,不知是我送命，是你送命！
反复阅读几遍，读得非常熟练，深深印在心里。,来回念了几遍，念得烂熟，牢记心胸不题。
行者说：“师父，我在你身边。不要着急，不要烦恼，我们必须抓住妖精，才能救你的命。”,行者道：“师父，我在你头上哩。你莫要心焦，少得烦恼，我们务必拿住妖精，方才救得你的性命。”
行者说：“你老人家从小出家，一定读过儒家经典，才能传授经法，学识渊博，受到唐王的赏识，门楣上挂着显赫的大字，怎么可能不认识呢？”,行者道：“你老人家自幼为僧，须曾讲过儒书，方才去演经法，文理皆通，然后受唐王的恩宥，门上有那般大字，如何不认得？”
凌空子问道：“杏仙为何不肯坐下呢？”,凌空子道：“杏仙为何不坐？”
太宗感到害怕，和两个人一起上了山岩，看到：形状凹凸，地形崎岖。,太宗战战兢兢，相随二人，上得山岩，抬头观看，只见：形多凸凹，势更崎岖。
行者说道：“陛下的驸马是上界的奎星，您的女儿是侍香的玉女，因为思念凡间而降临人间，这并非小事，都是因为前世的缘分所致，才会有这些姻缘。”,”行者道：“陛下的驸马，是上界的奎星，令爱乃侍香的玉女，因思凡降落人间，不非小可，都因前世前缘，该有这些姻眷。
在西方不同的景色中，正值正月，蛰虫开始复苏，为何会有萤火虫飞舞？,西方景象不同，此时正月，蛰虫始振，为何就有萤飞？
近看时看不到人的影子，远看时又找不到树木的形状。,近观不照人身影，远望难寻树木形。
这位行者拿起杯子，还没来得及回答，就听到门外有人报告：“西门着火了！”,这行者接杯在手，还未回言，只听得朝门外有官来报：“西门上火起了！”
翠屏中飘出淡淡香云，那位小仙竟是东方朔。,缥缈香云出翠屏，小仙乃是东方朔。
敖钦听到这番话，勃然大怒：“我的兄弟们，立即集结军队，抓住他并非难事！”,敖钦闻言，大怒道：“我兄弟们，点起兵，拿他不是！”
在法堂里，小姐拿起心香，进行礼拜，然后请求法明长老将心香分给众僧。,来到法堂，小姐复拈心香礼拜，就教法明长老分表与众僧去讫。
行者问道：“那人是谁？”,行者道：“不是他是谁？”
伸手一摸，我对老怪说道：“我不是孙行者，我是小钻风，大王弄错了。”,即把手摸摸，对老怪道：“我怎么是孙行者？我是小钻风，大王错认了。”
说完后就消失了，仿佛化作了筋斗云，消失了得无影无踪。,说声去，一路筋斗云，无影无踪，遂不见了。
在半空中，沙僧漂泊了三昼夜，最终到达了东洋大海。突然间，他听到了波浪的声音，低头望去，只见黑雾弥漫，阴气笼罩着天地，沧海之中，晨光寒冷。,那沙僧在半空里，行经三昼夜，方到了东洋大海，忽闻波浪之声，低头观看，真个是黑雾涨天阴气盛，沧溟衔日晓光寒。
五年的时光如梭，十万八千周悄然流逝，切勿让神水干涸，莫让火光困扰。,五年十万八千周，休教神水涸，莫纵火光愁。
他去给马找了一些草料喂。,他又去寻些草料喂了马。
行者笑着对师父说：“进去吧，这里没什么狗叫声，倒是挺有趣的！”,行者笑道：“师父，进去进去！这里边没狗叫，倒好耍子！”
只听见一阵啮咬的声音，仿佛是猛虎在享用羊羔，转眼间就消失无踪。,只听得啯啅之声，真似虎啖羊羔，霎时食尽。
八戒看到这情形，迅速拿起了九齿钯来挡住。,这壁厢八戒见了，急掣九齿钯挡住。
长老抬头看时，发现只是一个小孩在树上，全身赤裸，手里拉着缰绳。他责备行者说：“这臭猴子真是个恶棍！一点也不善良，只想着作恶。我明明听到有人在那里叫喊，他却偏偏说是妖怪！你看树上吊着的人是谁？”,长老抬头看时，原来是个小孩童，赤条条的，吊在那树上，兜住缰，便骂行者道：“这泼猴多大惫懒！全无有一些儿善良之意，心心只是要撒泼行凶哩！我那般说叫唤的是个人声，他就千言万语只嚷是妖怪！你看那树上吊的不是个人么？”
哪吒说道：“自古以来，混沌初分，轻清者为天，重浊者为地。天上一团清气，支撑着瑶天宫阙。按照道理来说，这是很难实现的。但是，孙行者保护唐僧去西天取经，这是泰山之福缘，海深之善庆。今天我应该帮助他取得成功。”,哪吒道：“自混沌初分，以轻清为天，重浊为地。天是一团清气而扶托瑶天宫阙，以理论之，其实难装；但只孙行者保唐僧西去取经，诚所谓泰山之福缘，海深之善庆，今日当助他成功。”
行者笑着说：“师父，我平时看得挺好的，这次却看错了。我以为风雾中可能有妖怪，但实际上并非如此。”,行者笑道：“师父，我常时间还看得好，这番却看错了。我只说风雾之中恐有妖怪，原来不是。”
那里弥漫着琼香的气息，飘散着瑞霭的芬芳，瑶台被彩结所点缀，宝阁散发出氤氲的气息。,只见那里： 琼香缭绕，瑞霭缤纷，瑶台铺彩结，宝阁散氤氲。
突然间，一条黄色的狗变成了人，然后跑到场地中央，把道士的头咬在嘴里，径直跑到御水河边，然后把它扔进了河里。,变作一条黄犬跑入场中，把那道士头一口衔来，径跑到御水河边丢下不题。
我差点就因为这只猿猴而丧命！,我的性命，险些儿不着这猢狲害了！
"八戒问道：“师父说了什么？""",”八戒道：“师父曾说甚来？
金箍棒距离头顶仅剩三寸，七星剑则直指心窝，只待一击。,金箍棒，离顶门只隔三分；七星剑，向心窝惟争一蹍。
在战斗中，凶魔展现了他的武艺，占据了珍贵的楼阁，供奉着佛像；而行者则向远方求兵，借助于宝境中的龙神。,凶魔施武，擅据珍楼施佛象；行者求兵，远参宝境借龙神。
在诵经完毕后，他享用了午斋，然后又念起了《法华经》和《弥陀经》。,诵毕，吃了午斋，又念《法华经》、《弥陀经》。
她美丽动人，胜过花和玉。,倾国倾城，比花比玉。
三藏喊道：“孩子们，这条山路崎崎岖岖，很难走。周围还有松林和茂密的树木，我们要小心，可能会有妖怪或野兽出没。”,三藏叫道：“徒弟呀，山路崎岖，甚是难走，却又松林丛簇，树木森罗，切须仔细，恐有妖邪妖兽。”
走了一段路，心情变得沉重，突然听到北坡外传来人声。,行有五六里，正在凄怆之际，只闻得北坡外有人言语。
今天接到大王命令，在山巡逻，要抓几个普通人做酒。,今奉大王严命，在山巡逻，要拿几个凡夫去做案酒。
行者说：“呆子又在胡说八道了，既然已经同意了他，就应该满足他的心愿。”,行者道：“呆子又乱谈了，既允了他，须与他了这愿心才是哩。”
八戒虽然有些模糊，但沙僧却清晰地感知着，而白马也似乎能够理解。,八戒却也知觉，沙僧尽自分明，白马也能会意。
静静地，不敢大声说话，害怕被鬼神察觉。,密密寂寂，不敢高声，恐有妖邪知觉。
在家里没什么好办法，只好把带来的东西都搬到楼上烧香祭拜。,一会家无计，将办来的品物，俱抬在楼上祭祀烧纸。
樵夫看到行者陷入沉思，感慨不已，然后笑着说：“长老，你是出家人，为何还要忧心烦恼？”,”樵子见行者沉思默虑，嗟叹不已，便笑道：“长老，你出家人，有何忧疑？
交给阿傩，让他把那张广告贴在山顶上。,递与阿傩，叫贴在那山顶上。
在夜以继日的行途中，看着星星点点地坠落，听着鸟儿飞翔的声音，不知不觉间便抵达了江州。,晓行夜宿，星落鸟飞，不觉已到江州。
在未开放的梅蕊间散发着幽幽香气，温暖的短昼中，期待着小小春的季节，即使菊残荷尽，山茶也依然繁茂。,未开梅蕊散香幽，暖短昼，小春候，菊残荷尽山茶茂。
只有经过日夜的磨砺，才能展现出真正的功夫。,昼夜绵绵息，方显是功夫。
那顿饭就像流星划过夜空，风卷残云般地吃完，再也没有什么可吃的了，不再继续走路，而是在那边闲聊着消食玩耍。,那一顿如流星赶月，风卷残云，吃得罄尽，已此没得吃了，还不走路，且在那里闲讲消食耍子。
金衣力士飞向空中。,金衣力士回空而去。
八戒说：“师父，你不知道。以前有人用棍子划地为牢，比铁壁铜墙还厉害。如果有虎狼妖兽来，就只能白白地送给他吃了。”,八戒道：“师父，你原来不知。古人划地为牢，他将棍子划了圈儿，强似铁壁铜墙，假如有虎狼妖兽来时，如何挡得他住？只好白白的送与他吃罢子。”
你前面有你的父母吗？,前头有你甚老爷、老娘家哩？
八戒很高兴，走过去伸出手，想要拿饼。,八戒欢喜，上前舒手，就欲取饼。
那位创业者正在争夺疆土。,与那创业争疆的杰士。
行者说：“君王曾提到过战争，也提到了排兵布阵的事情，但只有关于大王的事情才说过。只是君王似乎有心上人娘娘，有一句话是两人心照不宣的，所以特地来汇报，但左右人众都不方便说。”,行者道：“那君王敌战之言，与排兵布阵之事，才与大王说了。只是那君王有思想娘娘之意，有一句合心的话儿，特来上禀，奈何左右人众，不是说处。”
行者抓住他的耳朵，扯着他的鬃毛，把他拽起来，喊道：“八戒！”,行者揪着耳朵，抓着鬃，把他一拉，拉起来，叫声“八戒。”
他本是州城的荣耀，降云观看，发现这三件武器闪闪发光。,原是州城之光彩，他按下云来近前观看，乃是这三般兵器放光。
三藏心中想着袈裟，如何才能安稳入睡？,那三藏想着袈裟，那里得稳睡？
三藏说：“虽然呆子有些愚钝，但他的心地善良，直率坦诚。他力气不小，可以挑起行李。让我们看看昔日菩萨对他的慈悲之心，救他与我们同行吧。我相信他以后再也不会做出这样的行为了。”,三藏道：“那呆子虽是心性愚顽，却只是一味懞直，倒也有些膂力，挑得行李，还看当日菩萨之念，救他随我们去罢，料他以后再不敢了。”
猿马被禁锢，不再放纵，要谨慎小心，不要得意忘形。,猿马牢收休放荡，精神谨慎莫峥嵘。
鬼王谢恩后，问：“大王在天上做什么？”,鬼王谢恩毕，复启道：“大王在天许久，所授何职？”
那家伙忍着疼痛，拼尽全力向前冲去，速度比风还要快，回到原来的路线上，翻山大约走了二十多里，最终疲惫不堪地倒在泥土中，无法动弹，无奈地呼喊着，丧志了。,那厮忍疼挣命，往前一撺，比使风更快，撺回旧路，下了山有二十余里，却才倒在尘埃，动荡不得，呜呼丧矣。
他那翅膀薄薄的随风摇摆，腰肢轻盈地映日而现。,你看他：翅薄随风软，腰轻映日纤。
孙悟空聚集了一群猴子，总数超过四万七千只。,悟空会集群猴，计有四万七千馀口。
