input,output
李逵听到后，立刻把鱼汁泼向酒保，弄湿了他的全身。,李逵听了，便把鱼汁劈脸泼将去，淋那酒保一身。
大家又开始讨论拯救孔明的计划。,众人再议救孔明之计。
第二天，宋江准备出发，穆弘却坚决不肯让他离开，把大家全都留在庄上，陪着他一起去镇上闲逛，欣赏揭阳市的乡村景色。,次日，宋江要行，穆弘那里肯放，把众人都留庄上，陪侍宋江去镇上闲，观看揭阳市村景致。
长老说：“不要说坏了金刚，就算打坏了殿上的三世佛，也没办法，只能躲开他。你们看到前天的行凶了吗？”,"长老道：""休说坏了金刚，便是打坏了殿上三世佛，也没奈何，只得回避他。你们见前日的行凶么？"""
完成御览表文的天子徽宗，高台上下的臣子们，纷纷前来向天子祝贺，同时命令取来御酒，赏赐给前来拜访的使臣。,徽宗天子御览表文已毕，阶下群臣，称贺天子，命取御酒，以赐来使。
武松回答说：“我就是。有什么事情？”,"武松答道：""我便是！有甚麽话说？"""
朱仝听雷横说完后，看着他说：“一个人不行，我们一起去对付他们！”,朱仝听得，目视雷横说道：“一个不济事，我两个同去夹攻！”
萧让叫住金大坚，让他和戴宗见面，告诉他们泰安州岳庙里正在重建五岳楼，上户们想要立一块道碑文碣石，太保特地送来了五十两银子，请他们一起去。,"当下萧让唤住金大坚，教与戴宗相见，具说泰安州岳庙里重修五岳楼，众上户要立道碑文碣石之事，""这太保特地各五十两银子，来请我和你两个去。"""
本打算和对方对打，毁掉他的家，但被大哥叫上去阻止了我。,却待要和那放对，打得他家粉碎，却被大哥叫了我上来。
生气地说：“你们两个做的好事！”,"怒道：""你两个做得好事！"""
高太尉先查看了一份白备的抄本。,高太尉先讨抄白备照观看。
酒馆老板说：“先生，不要只顾着喝酒。这酒可真是厉害，少喝就会醉倒，没法挽救啊！”,"酒家道：""客官，休只管要饮。这酒端的要醉倒人，没药医！"""
"武松坐在青石上休息一会儿，想：""天快黑了，如果又出现一只大虫，怎么打过它？先下冈子躲起来，明天再来处理。""","武松再来青石上坐了半歇，寻思道：""天色看看黑了，傥或又跳出一只大虫来时，却怎地斗得他过？且挣扎下冈子去，明早却来理会。"""
李逵和燕青离开四柳村，沿着原路继续前行。此时，草已经枯黄，大地宽广，树木纷纷飘落，山野一片空旷，一路上没有什么引人注目的事情发生。,且说李逵和燕青离了四柳村，依前上路，此时草枯地阔，木落山空，於路无话。
宋江担心对方冲过来，指了指鞭梢，带领着十个头领和大小军士冲过去；背后四路军队也分成两路夹击。,宋江只怕冲将过来，便把鞭梢一指，十个头领，引了大小军士掩杀过去；背後四路军兵分作两路夹攻拢来。
那两个公人说：“这件事跟我们无关，太爷在等着回话。如果我们迟到，就会连累我们打人。快走！快走！”,"那两个公人道：""不干我每的事，太爷立等回话。去迟了，须带累我每打。快走！快走！"""
智深感到饥饿，又走了很长的路，体力也不如对方；于是故意露出破绽，丢下禅杖就跑。,智深一来肚里无食，二来走了许多程途，三者当不得他两个生力；只得卖个破绽，拖了禅杖便走。
"""刘知寨，请移开囚车。""","叫道：""刘知寨，你压着囚车。"""
武松敲桌子问卖酒的人在哪里。,"武松却敲着桌子，叫道：""卖酒的主人家在那里？"""
僧书记填写了度牒，交给了鲁智深。,书记僧填写了度牒，付与鲁智深收受。
在那个夜晚，留宿在太尉的住所，我把所有的事务向天子汇报。,当晚宿太尉内，将上项事务，奏知天子。
希望英雄解救我们三人，请赐予奖赏，我保证不会皱眉。,望英雄将我三人一发解官请赏，誓不皱眉。
王矮虎也拿起刀准备战斗。,王矮虎也挺朴刀来。
"婆说：""不要总是缠着我！我吃饱了！吃不下！""","婆惜道：""没得只顾缠我！我饱了！吃不得！"""
"又听到消息说：""城下有一支五百人的步兵队伍正在攻城，他们的旗帜上写着 '黑旋风'李逵是首领。""","又听得报道：""城下有五百步军打城，认旗上写道为首的是“黑旋风”李逵。"""
这里的“引”实际上就是“进”的意思。,"""进""字改作""引""字，""引""即是""进""也。"
渔人靠在小船上喊道：客官真勇敢！,那渔人倚定小船叫道：客官好大胆！
忠于国家，保护人民。,全忠秉义，护国保民。
"晁盖说：""要么不做，要做就做彻底！大家帮帮我，杀光江州的军队，然后回梁山泊！""","晁盖叫道：""一不做，二不休！众好汉相助着晁某，直杀尽江州军马，方回梁山泊去！"""
欧阳侍郎已经抵达城下，宋江下令打开城门，让对方进来。,且说那欧阳侍郎已到城下，宋江传令，教开城门，放他进来。
敌人宋兵再次来袭，直到深夜才撤离城池。,宋兵又来攻城，至夜方退。
两柳条轻轻绑在马上，轻松地将大王山上的货物运送到目的地。,把马打上两柳条，不喇喇地驮了大王山上去。
第二天，带领一群头领骑马前往曾头市。,次日，先引众头领上马去看曾头市。
等待了一整天，终于看到官军出现了。,等候了一日，早望见官军到来。
看到辽兵，发现宋兵已经出战，立即报告给中军。,对阵辽兵望见宋兵出战，报入中军。
军士已经掌握了钩镰枪的技巧，他们已经变得熟练。,学使钩镰枪军士已都成熟。
众将上前点燃香火，虔诚祈祷：“愿我们同生共死，生生世世结伴同行！”,众将都向前拈香礼拜，设誓道：“只愿弟兄同生同死，世世相逢！”
"宋江说：""等等，我想知道：你提到的那两个人，我都很熟悉。你们在哪里见面？""","宋江道：""你且住。我问你：你既说起这两个人，我却都认得。你在那里与他两个会？"""
时迁便学习老鼠的打斗方式，悄无声息地溜了下去；轻轻打开楼门，小心翼翼地背著皮匣，下到胡梯，一直走到班门口，看到已经有随班的人出来，四更时便开了锁。,时迁就便学老鼠厮打，溜将下来；悄悄地开了楼门，款款地背著皮匣，下得胡梯，从里面直开到外面，来到班门口，已自有那随班的人出门，四更便开了锁。
在告别的时候，高太尉又送来了三千匹战马。,临辞之日，高太尉又拨与战马三千匹。
"王婆进来后说：""这位女士真是太聪明了！不仅做针线活好，各种书籍和百家学问也都很精通。""","王婆走进来道：""好个精细的娘子！不惟做得好针线，诸子百家皆通。"""
吴用吃了几块，再也无法忍受阮家三兄弟的挑衅。,阮家三兄弟让吴用吃了几块便吃不得了。
宋江听完，惊讶地闭上嘴，说：“你那里有活佛罗汉，为什么不早点说，我们一起去参拜，问问未来。”,宋江听罢，愕然默上心来，便道：“你既有这个活佛罗汉在彼，何不早说，与俺等同去参礼，求问前程。”
轿夫看到后，感到惊讶，立即回家告诉潘公，两人一起前往蓟州府报案。,轿夫看了，着一惊，慌忙回家报与潘公，一同去蓟州府里首告。
酒保走了，上来了烫好的酒；但是对即将上来的肉食却只是简单地摆放着桌子。,酒保下去，随即烫酒上来；但是下口肉食，只顾将来摆一桌子。
三个人坐下来后，就告诉酒保摆放一些菜蔬、水果和海鲜，以及按照酒水单点一些东西。,三个坐定，便叫酒保铺下菜蔬果品海鲜按酒之类。
他的武艺非常娴熟。,更兼他武艺精熟。
花荣听完后，立刻出来迎接。,花荣听罢，便出来迎接。
当时施恩安排妥当，让两个仆人先挑选食物和酒水，然后拿着一些铜钱离开了。,施恩当时打点了，教两个仆人先挑食箩酒担，拿了些铜钱去了。
把雪拂去，将它挂在墙壁上；解开腰间的缠带，脱下身上的鹦哥绿纻丝衲袄，然后走进房间将其搭在一边。,自把雪来拂了，挂在壁上；解了腰里缠带，脱了身上鹦哥绿纻丝衲袄，入房里搭了。
在四更时分，一支渡十队的步兵部队缓缓前行。,四更，渡十队步军过去。
不要说大家高兴喝酒。,休说众人欢喜饮酒。
高太尉听到这个消息勃然大怒，立即下令本部军队，出城迎击敌人，并下令各寨节度使一同参与战斗。,高太尉听了大怒，随即点就本部军兵，出城迎敌，就令各寨节度使同出交锋。
在战斗中，两位皇侄罗和月孛被刺死在马下，而另一位皇侄计都则被当场抓获；而另一位皇侄紫却神秘地消失了。,阵内“罗□”，“月孛”二皇侄，俱被刺死於马下；“计都”皇侄，就马上活拿了；“紫”皇侄，不知去向。
宋江和差拨在抄事房喝酒，差拨提到之前宋江提到的节级常例人情，问为什么过了这么久还没有送给他。,"""宋江一日与差拨在抄事房酒，那差拨说与宋江道：""贤兄，我前日和你说的那个节级常例人情，如何多日不使人送去与他？"
"小二说：""这两个人说的是东京话，一开始我不认识他们；后来我去给管营送酒，听到差拨嘴里说了一句'高太尉'三个字，这人可能和林教头有些牵扯吧？我待在门口，你去找找他们在背后说什么。""","小二道：""这两个人语言声音是东京人；初时又不认得管营；向后我将按酒入去，只听得差拨口里呐出一句""高太尉""三个字来，这人莫不与林教头身上有些干碍？我自在门前理会，你且去阁子背后听说甚么。"""
高廉领着人马迅速追击，突然听到山坡后面传来连绵不断的炮声，心中生出疑惑，于是停止了追击，调转人马。,高廉引了人马急去追赶，急听得山坡後连珠炮响，心中疑惑，便收转人马回来。
专心为叔叔请一位好医生来治疗。,只顾请好医士调治叔叔。
我将亲自前往。,我亲自去走一遭。
送走贼秃的淫妇回到了屋里。,淫妇送了贼秃出门，自入里面去了。
史进却在中堂点燃火堆，打开庄门，发出尖叫声，冲了出来。,史进却就中堂又放起火来，大开庄门，呐声喊，杀将出来。
直到晚上，差人连夜去兀颜小将军那里把他接回来，同时还要派人直接前往兀颜统军的地点，告诉他情况。,到晓，差人星夜去取兀颜小将军来，也差个人直往兀颜统军处，说知就里。
"武松走进房间坐下，将哨棒放好，然后喊道：""店主，快把酒端过来。""","武松入到里面坐下，把哨棒倚了，叫道：""主人家，快把酒来吃。"""
你要帮我吗？,你救我则个！
宿太尉和御驾指挥使一同进入城市，然后向天子汇报：“宋江等军队已经在新曹门外集结，等待着您的指示。”,且说宿太尉并御驾指挥使入城，回奏天子说：“宋江等军马，俱屯在新曹门外，听候圣旨。”
礼仪完毕，张青惊讶万分，急忙询问：“贤弟为何如此模样？”,"叙礼罢，张青大惊，连忙问道：""贤弟如何恁地模样？"""
钱振鹏担心吕枢密折了钱，于是发了三封紧急文书到苏州寻求三大王方貌的帮助，同时写了一份报告提交给朝廷。,吕枢密见折了钱振鹏心下甚忧，连发了三道飞报文书，去苏州三大王方貌处求救，一面写表申奏朝廷。
"朱贵说：""这位是东京八十万禁军教头，姓林，名冲，绰号豹子头。因为被高太尉陷害，被派到沧州。在大军草料场被火烧。无奈之下，林冲杀了三人，逃到了柴大官人家，受到尊敬，所以写了这封信推荐他加入我们队伍。""","朱贵便道：""这位是东京八十万禁军教头，姓林，名冲，绰号豹子头。因被高太尉陷害，剌配沧州。那里又被火烧了大军草料场。争奈杀死三人，逃走在柴大官人家，好生相敬，因此特写书来，举荐入伙。"""
"宋江问：""杭州宁海军城池由谁守卫？有多少人马和优秀的将领？""","宋江备问：""杭州宁海军城池，是甚人守据？有多少人马良将？"""
燕青劝贯忠道：“兄长如此才华出众，与小弟一同前往京师，争取更好的机会。”,燕青又劝贯忠道：“兄长恁般才略，同小弟到京师觑方便，讨个出身。”
不一会儿，黄信、孙立、史进、杨志的两支伏兵突然赶到。,少顷，黄信，孙立，史进，杨志，两路伏兵，一齐都到。
第六支部队是由黑旋风李逵带领着李立和曹正。,第六队，步军头领黑旋风李逵将引李立，曹正。
向东望去，只见树林间一片红彤彤的景象，天空也被染成了红色。,望东去时，只见林木之间，半天价都红满了。
第二天，宿太尉在偏殿见到上皇，并汇报了宋江的忠诚事迹，以告天子。,宿太尉次日见上皇于偏殿，再以宋江忠义显灵之事，奏闻天子。
辽国狼主匆忙回到燕京，迅速传达命令，坚定关闭四门，严密守卫城池，拒绝与敌人交战。,且说辽国狼主，慌速退入燕京，急传旨意，坚闭四门，紧守城池，不出对敌。
在二更时分，突然看到东西两路火光熊熊，原来是宋先锋回到营地，然后命令林冲和张清分别带领五千士兵，连夜巡逻前来。,至二更时分，忽见东西两路火光大起，却是宋先锋回寨，复令林冲，张清，各领兵五千，连夜哨探到来。
"高侍郎说：""我和庞将军一起去攻打敌军营地，尚书和殿下守城。""","高侍郎道：""我便和庞将军引兵去劫寨，尚书与殿下，紧守城池。"""
吴学究说：没关系：我们山寨周围都是水泊，港汊很多，宛子城和水边距离很远；即使有飞天炮，也无法打到城边。,吴学究道：这个不妨：我山寨四面都是水泊，港汊甚多，宛子城离水又远；纵有飞天炮，如何能够打得到城边？
在那个关键的时刻，一点价值也没有！,那节级要时，一文也没！
何九叔对他的妻子说：“你说得很对，我只打算去偷骨头了。”,"何九叔对老婆道：""你说这话正是了；我至期只去偷骨殖便了。"""
在纪山之后，大军驻扎在荆南十五里外，与军师吴用商讨计划，调配士兵，准备攻打城池，这简直是手拿把攥的事情。,过了纪山，大兵屯扎荆南十五里外，与军师吴用计议，调拨将士，攻打城池，不在话下。
陈太尉回到济州后，向张叔夜讲述了梁山泊开诏一事。,且说陈太尉回到济州，把梁山泊开诏一事，诉与张叔夜。
突然间，一支整齐划一的军队从西面快速冲过来，声势浩大。,正看之时，只见直西一彪军队，呐着喊，从后杀来。
晁盖笑着说：“教授别开玩笑了，快来见个面吧。”,"晁盖笑道：""教授休取笑，且请相见。"""
郁保四听从言语，前往史文恭寨，将之前的事情一五一十地讲述了一遍。,郁保四领了言语，直到史文恭寨里，把前事具说了一遍。
商议：派人告诉威胜晋王，宋江的军队强大，难以抵挡，请求派更多军队守卫，确保安全。同时与抱犊山的守备唐斌、文仲容、崔野约定，悄悄地从抱犊山的东面出兵，袭击宋兵的後方。,对众商议：一面差人往威胜晋王处说，宋江等兵强将猛，难以抵敌，乞添差良将镇守，庶保无虞，一面密约抱犊山守将唐斌，文仲容，崔野，领精兵悄地出抱犊之东，抄宋兵之后。
只吃说：罗真人身边的侍从是值日神将。,只吃我说道：罗真人的亲随值日神将。
在路上经过酒店、饭店和客店时，如果看到门上有一个白粉圈，你就可以在店里买酒肉吃，在客店里休息一下，然后把皮匣子放在他眼前，等我过来。,但过路上酒店，饭店，客店，门上若见有白粉圈儿，你便可就在那店里买酒买肉吃；客店之中，就便安歇；特地把这皮匣子放在他眼睛头，离此间一程外等我。
梁中书欣喜异常，立即传令，召杨志和索超前来。,梁中书大喜，传下将令，唤杨志，索超。
卢俊义抬头一看，原来是浪子燕青，便问道：小乙，你为什么看起来这么奇怪？,卢俊义抬眼看时，却是浪子燕青，便问：小乙，你怎地这般模样？
李成闻达护着梁中书，奋力作战，冲破重重包围，幸免于难，向西一直逃去。,李成，闻达护著梁中书，并力死战，撞透重围，逃得性命，投西一直去了。
智深问：“史大郎，离开渭州后，你去了哪里？”,"智深问道：""史大郎，自渭州别后，你一向在何处？"""
酒家惦念着他。,酒家尝思念他。
率先冲向两座恶星神的是两位真杀曜，紧随其后的是其他战士。,当先两座恶星神，随後二员真杀曜。
在功绩簿上，记载着“张清夺得了第一功”。,功绩簿上，标写“张清第一功。”
"还未说完，那汉子突然喊道：""阿舅，救命啊！""","说犹未了，只见那汉叫一声""阿舅！救我则个！"""
"王庆看到板凳在作怪，便用脚踢了一下，结果用力过猛，伤到了胁肋，摔倒在地上，喊着：""疼死了！""","话说王庆见板凳作怪，用脚去踢那板凳，却是用力太猛，闪肭了胁肋，蹲在地下，只叫""苦也苦也！"""
他坚决不接受大家的劝阻，一口气喝下了半盏酒。,众人那里劝得他呷一半盏。
一百多人礼毕，站在两边，宋江低头沉默。,百余人拜罢，立于两边，宋江低首不语。
晁盖听到这个计划很开心，跳着脚说：“这真是个绝妙的计划！真是了不起，你就像个智多星一样！比诸葛亮还厉害！这个计划太棒了！”,"晁盖听了大喜，颠着脚，道：""好妙计！不枉了称你做智多星！果然赛过诸葛亮！好计策！"""
当上关被视野所及时，只见尘土弥漫天空，战马奔腾而至。,上关来望时，只见尘头蔽日，土雾遮天，有军马奔上关来。
"雷横询问晁盖：""那个人是谁？怎么认出他是保正？""","雷横便问晁盖道：""这人是谁？如何却认得保正？"""
"王庆说：""这个想法挺有意思。用行枷赢他，算是一种手段。""","王庆道：""口这节儿稀罕。带着行枷赢了他，算手段。"""
在第三天清晨，许多火家的 members 自发地扛起棺材，还有几家邻居和街坊送行。,第三日早，众火家自来扛抬棺材，也有几家邻舍街坊相送。
让庄客拿出十锭银子，总重量是二十五两。,叫庄客取出十锭银来，重二十五两。
大家行礼，表示感谢，然后下山。,众人再拜，恳谢不已，下山去了。
听完这一说法，何涛表示同意。,"何涛听罢，说道：""这一论也是。"""
宋江准备了礼物，送给天使，但天使却拒绝了。,宋江备礼，馈送天使，天使不受而去。
我告诉你，这七个人分别是晁盖、吴用、公孙胜、刘唐、三阮。,我且问你∶这七人端的是谁？不是别人，原来正是晁盖，吴用，公孙胜，刘唐，三阮这七个。
宋江带着吴用、公孙胜、林冲、刘唐、杜迁、宋万、朱贵、宋清、阮家三兄弟和一万多名步兵和水军回到驻地；而卢先锋则带领着剩下的大队人马在京城驻扎。,宋江与同军师吴用，公孙胜，林冲，刘唐，杜迁，宋万，朱贵，宋清，阮家三弟兄，马步水军一万余人回去；其余大队人马，都随卢先锋在京师屯扎。
李逵接过东西，老人又来劝说。,李逵接过来便，老头儿又来劝。
朱贵在水亭上打开盒子，拿出一张鹊画弓，搭上那一枝响箭，瞄准对港败芦折苇射过去。,朱贵到水亭上把盒子开了，取出一张鹊画弓，搭上那一枝响箭，觑着对港败芦折苇里面射将去。
包天师和郑彪、夏侯成一起商讨军队的事情。,包天师便和郑彪、夏侯成商议起军。
宋江说：刚才一阵寒气袭来，我看到张顺浑身沾满血迹，站在那里说道：“我跟随着哥哥多年，深感恩情。”,"宋江道：""适间冷气过处，分明见张顺一身血污，立在此间，告道：“小弟跟着哥哥许多年，蒙恩至厚。"
那三只狼大口吞咽着食物，享受了一顿美餐。,那三个狼餐虎食，吃了一回。
见客人来到，告知庄内情况。,庄见客了，入去庄里报知。
黄文炳走进厅堂，感激地对黄文炳说道：“若非高见通判，本官差点就耽误了重要的事情！”,"却退厅来称谢黄文炳道：""若非通判高见，下官险些儿误了大事！"""
双方将领悄悄称赞着，他们对武艺的了解并不是很重要，但他们被这位将军的威风所折服。,两边军将暗暗地喝采∶虽不知武艺如何，先见威风出众。
龚旺和没羽箭张清一起，丁得孙率领着一支三百多人的骑兵队伍。,原来这“没羽箭”张清和龚旺，丁得孙带领三百余骑马军。
"韩存保说：“陈太尉来山招安， why不去邪归正呢？""",韩存保道：“前者陈太尉到招安诏敕来山，如何不乘机会去邪归正？”
出门时，贯忠一直送到了街上。,贯忠相送出门。
"王婆看着这妇人对西门庆说：""官人给老身一段布料，我等了一年，还没做成。现在谢谢这位女士帮我把事情办好。她缝得真好，针线活就像布机一样好！实在难得。大官人，你看看。""","王婆却指着这妇人对西门庆道：""难得官人与老身段匹，放了一年，不曾做得。如今又亏杀这位娘子出手与老身做成全了。真个是布机也似好针线！又密又好，其实难得！大官人，你且看一看。"""
青州、凌州传来消息：军队到了。,尚然未决，忽有人来报道：“青州、凌州两路有军马到来。”
各自部署好阵势，番将宝密圣手持横槊驰马而出。,各自摆开阵势，番将宝密圣横槊出马。
两人没有勇气说话，各自声称不知道。,二人不敢启奏，各言不知。
那位财主官人吓得手足无措，最终还是倒下了。,那个财主官人慌了脚手，也倒了。
第二天早餐结束后，在辰时左右，携带一些银子，锁上房门，离开营地，随意走上街头，径直走进城内，前往州衙左侧寻找戴院长家。,次日早膳罢，辰牌前后，揣了些银子，锁了房门，离了营里，信步出街来，迳走入城，去州衙前左边寻问戴院长家。
卢俊义听后说：哦，原来是这样。,卢俊义听了道：原来如此。
在深夜四更时分，点燃了大小寨头的火把，各领着一百多只船只，一起冲向关胜寨。,当夜四更，点起大小寨头领，各驾船一百余只，一齐杀奔关胜寨来。
叶清详细讲述了仇申夫妇被田虎杀害并被掳掠，以及琼英的情况。,叶清又把仇申夫妇被田虎杀害掳掠，及琼英的上项事，备细述了一遍。
亲自带领军队前往清洁那个村庄，保持锐气不减！,我亲领军马去洗荡那个村坊，不要输了锐气！
一更天气时，雪仍然不停地飘落。,当日那雪直下到一更天气不止。
“只有这个是真的。”,"""只此是实。"""
宋江当天设立营地，奖励士兵，第二天下令移师，直奔蓟州。,当日宋江扎下营寨，赏劳三军，次日传令，拔寨都起，直抵蓟州。
武松邀请了四家邻居和一位王婆，再加上嫂嫂，一共是六人。,武松请到四家邻舍并王婆，和嫂嫂共是六人。
询问府尹后，我被带进后堂，仔细盘问了来历。,府尹叫进后堂来说，仔细问了来历。
朱武说道：我们三个在山寨里，史大官人来了后，这里变得很兴旺。,朱武道：小人等三个在此山寨，自从史大官人上山以後，好生兴旺。
在寺庙里，保留着浑铁禅杖和皂布直製。,浑铁禅杖，并皂布直裰，亦留于寺中供养。
许多人心声赞叹：“这真是英雄豪杰啊！”,"众上户道：""真乃英雄好汉！"""
李成分开人马，四处追击敌人。,李成分开人马，四下赶杀。
宋江听说高太尉亲自率兵调集天下十三万军队，由十位节度使统领前来，感到十分恐惧，于是与吴用商量对策。,宋江听得高太尉亲自领兵，调天下军马一十三万，十节度使统领前来，心中惊恐，便和吴用商议。
张清看到唐昌抢到他面前，迅速骑上马，扔出一颗石头，击中了唐昌的脸，摔倒了。,张清见唐昌抢来，急忙上马，拈一石子飞来，正中唐昌面门，撞下马去。
"婆惜说：""平时只是生气老娘和张三有事！他有些地方不如你，不该因为一刀就受到惩罚！你和他不如和我与打劫贼勾结。""","婆惜道：""闲常也只嗔老娘和张三有事！他有些不如你处，也不该一刀的罪犯！不强似你和打劫贼通同！"""
那婆娘缓步走下楼梯，问道：“有什么事情要谈吗？”,"那婆娘慢慢地行下楼来问道：""有甚麽话说？"""
宋江急忙问道：“父亲在哪里？”,"宋江急问道：""老父何在？"""
李俊等齐聚宋江的帐前，向他行参见之礼。,李俊等都到帐前参见宋江。
庞万春听到这个消息，吓得几乎魂飞魄散，不禁摔倒在地。,庞万春听了，惊得魂不附体，只管跌脚。
萧让写完告示后，让人把传单发放到附近的州郡和村庄，确保传单无处不在。,萧让写毕告示，差人去附近州郡，及四散村坊，尽行贴遍。
三人坐好，刘太公站在他们面前。,三个坐定，刘太公立在面前。
"回去的人看到空马，跑到山前，说：""陈家哥哥不听两位哥哥的劝告，竟然送了命！""","只见回去的人牵着空马，奔到山前，只叫道：""苦也！陈家哥哥不听二位哥哥所说，送了性命！"""
天地震动，万马奔腾；鬼神皆惊，千军奋勇。,正是万马奔驰天地怕，千军踊跃鬼神悉。
"那婆婆回答说：""不好意思，实在告诉客人，最近听说朝廷派大军来与方腊对抗。我这里是个风口和水口。一些人家都搬走了，我只在这里守着房子。""","那婆婆答道：""实不瞒客人说，如今听得朝廷起大军来，与方腊杀。我这里正是风门水口。有些人家，都搬了别处去躲，只留下老身在这里看屋。"""
燕青说：“山寨里都是你的兄弟，谁敢笑你？”,燕青道：“山寨里都是你兄弟，何人笑你？”
武松迈着坚定的步伐，毫不犹豫地走到了蒋门神胸前，握起一只醋钵儿大小的拳头，猛地向他头上打去。,武松追入一步，踏住胸脯，提起这醋钵儿大小拳头，望蒋门神头上便打。
"庄客进来报告：""本州知府带着三五十名部下到庄上，询问祝家庄的情况。""","只见庄客入来报说：""有本州知府带领三五十部汉到庄，便问祝家庄事情。"""
已经分配了任务，每个人都要遵守，不能违反。,分拨已定，各自遵守，毋得违犯。
"宋江叫来量酒的人说：""这位客人留下了1两白银，我明天会来结账。""","宋江唤量酒人来道：""有此位官人留下白银一两在此，我明日却自来算。"""
在这个阳谷县，虽然只是一个不起眼的小地方，却有着慷慨义士：那些大户人家纷纷慷慨解囊，资助武松；还有送来酒食钱米的善良百姓。,这阳谷县虽是个小县分，倒有仗义的人：有那上户之家都资助武松银两；也有送酒食钱米与武松的。
李逵问老者：“这是抢了你女儿的人吗？”,李逵问老儿道：“这个是夺你女儿的不是？”
当公职人员，哪只猫不偷腥？,做公人的，那个猫儿不吃腥？
首先，五位骑马的勇士，包括晁盖、宋江、花荣、戴宗和李逵，带着车子和随从，在三天的旅程中前行。当他们到达一个叫做黄门山的地方时，那里是一个目的地。,先说第一起、晁盖、宋江、花荣、戴宗、李逵等五骑马，带着车仗人伴，在路行了三日，前面来到一个去处，地名唤做黄门山。
"一位王庆的手下聪明的人说：""大王，别等了！快脱掉衣服，赶紧去东川，城里可能要出事了。""","当有王庆手下一个有智量近侍说道：""大王，事不宜迟！请大王速卸下袍服，急投东川去，恐城中见了生变。"""
武松穿上了一件新的红绣袄，戴着一个白范阳毡笠，背着一个包裹，拿着哨棒，向别人告别后便出发了。,武松穿了一领新衲红绣袄，戴着个白范阳毡笠儿，背上包裹，提了哨棒，相辞了便行。
在小人城外，叫花子得到了这半罐子饭，暂时代替主人充饥！,小人城外叫化得这半罐子饭，权与主人充饥！
卢俊义立即下令打开县城四门，动员所有军队和马匹，出城追击辽兵，结果辽兵大败，溃不成军，四处逃散。,卢俊义当即传令，开县四门，尽领军马，出城追杀，辽兵大败，杀的星落云散，七断八续，辽兵四散败走。
关胜骑马走在后面。,关胜乘马在後。
宋江率领军队抵达北关门，石宝手持流星锤上马，手持劈风刀，迎战敌军。,当日宋江引军到北关门□战，石宝带了流星锤上马，手里横着劈风刀，开了城门，出来迎敌。
关胜为首，率领十名将领。,为头正将一员关胜，部领十员将佐。
吴学究自己认识路，不需要问别人，直接来到石碣村，找到阮小二的家。看到门口有一棵枯树，上面挂着几只小渔船，旁边还有一张破渔网，房子大约有十来间。,吴学究自来认得，不用问人，来到石碣村中，迳投阮小二家来，来得门前，看时，只见枯桩上缆着数支小渔船，疏篱外晒着一张破鱼网，倚山傍水，约有十数间草房。
王庆感到非常高兴，于是每天都在喝酒。,王庆那，喜出望外，终日饮酒。
十多天后，当走过村庄、街道和店铺时，发现每个地方都有关于捕获武松的告示。,又行了十数日，但遇村坊道店，市镇乡城，果然都有榜文张挂在彼处捕获武松。
江臣感到战栗不已！,臣江等不胜战悚之至！
在宋江阵的中央，一阵悦耳的铃声响起，一辆马匹飞奔而出。,宋江阵内鸾铃响处，一骑马跑将出来。
"太公道：""先拿酒来给师父喝，别让自己喝醉。""","太公道：""且将些酒来师父吃，休得抵死醉了。"""
在四更时分醒来，洗漱完毕，享用早餐后，两人整理好行装，宋江戴着白范阳毡笠，身穿白缎子衫，系着梅红纵线绦，脚上穿着多耳麻鞋，宋清则作为伴当，背着自己的包。,到四更时分起来，洗漱罢，了早饭，两个打扮动身，宋江载着白范阳毡笠儿，上穿白缎子衫，系一条梅红纵线绦，下面缠脚衬着多耳麻鞋宋清做伴当打扮，背了包里。
船和水陆一起前进。,船骑相迎，水陆并进。
梁中书看到他们两人很能干，于是决定留在留守司工作。,梁中书因见他两个能干，就留在留守司勾当。
杭州八名患病的士兵无法继续前进，于是被派去看望病人的穆春和朱富留在杭州。,患体未痊，不能征进，就拨穆春、朱富看视病人，共是八员，寄留杭州。
穿过阳城，朝着盖州进发，离城还有十余里，突然传来一阵炮声，在高岗和密林之间，有两支军队飞奔而出，他们是史进、朱仝、穆弘、马麟、黄信、孙立、欧鹏和邓飞，八位勇猛的将领率领着一支一万人的军队，势不可挡地冲杀过来。,已过阳城，望盖州进发，离城尚有十余里，猛听的一炮响，东西高岗下密林中，飞出两彪军来，却是史进，朱仝，穆弘，马麟，黄信，孙立，欧鹏，邓飞八员猛将，一万雄兵，卷杀过来。
酒保将酒杯、菜蔬和水果搬上餐桌，摆放整齐。,酒保一面铺下酒盏菜蔬果品按酒，都搬来摆了一桌。
"看那座石桥下的水中，两条龙正在嬉戏呢！star Lord, look at the stone bridge under the water where two dragons are playing!",星主，看石桥下水里二龙相戏！
"上官义,副先锋,急忙指挥着一支步兵冲击。",贼将副先锋上官义忙拨步军二千冲杀。
在众人的努力下，石敬和秦升被消灭，城门被守军砍倒，吊桥也被放下，徐宁等将领带领军队进入城市。,众人杀死石敬，秦升，砍翻把门军士，夺了城门，放下吊桥，徐宁等众将领兵拥入。
宋江听到这话，心中生出疑惑，便问：“你在我的庄上住了多久？见过我父亲吗？”,"宋江见说，心中疑惑，便问道：""你到我庄上住了几日？曾见我父亲么？"""
