input,output
丁奉把船一字儿抛在水上，对部将说：“今天正是建功立业、获取富贵的大好时机！”,丁奉将船一字儿抛在水上，乃谓部将曰：“大丈夫立功名，取富贵，正在今日！”
在三面围攻下，黄祖惨败，不得不放弃樊城，逃入邓城。,三面夹攻，黄祖大败，弃却樊城，走入邓城。
担心有陷阱，赶紧带部队回新野。,又恐有埋伏，遂急引军归新野。
霸怒斥道：“我的祖父为国付出了许多努力，而司马懿却只是个平庸之辈，竟然灭了我的兄长曹爽的家族，现在还想追杀我，他早晚都会图谋不轨，想要篡夺政权。我不过是秉持正义，又何必害怕呢？”,霸亦骂曰：“吾祖父于国家多建勤劳，今司马懿何等匹夫，灭吾兄曹爽宗族，又来取我，早晚必思篡位。吾仗义讨贼，何反之有？”
在朝堂上聚集文武官员，卓说道：“汉东都洛阳已经存在了二百多年，但气数已尽。我观察到真正的旺气在长安，我打算护送皇帝前往西边。你们都要做好准备。”,聚文武于朝堂，卓曰：“汉东都洛阳，二百余年，气数已衰。吾观旺气实在长安，吾欲奉驾西幸。汝等各宜促装。”
贡说道：“国家不能没有君王，请您回宫处理国事。”,贡曰：“国不可一日无君，请陛下还都。”
众将皆感到惊恐。,诸将无不骇然。
在四面八方传来激烈的炮声，东边的韩当和蒋钦英勇杀敌，西边的周泰和潘璋奋勇前进，南边的徐盛和丁奉奋勇出击，北边的陈武和吕蒙也毫不示弱。,四下炮声齐发：东边韩当、蒋钦杀来，西边周泰、潘璋杀来，南边徐盛、丁奉杀来，北边陈武、吕蒙杀来。
刘琦告知玄德：“父亲的气疾又犯了，无法行动。我请求叔父接待客人，安抚各个地方守备官员。”,刘琦告玄德曰：“父亲气疾作。不能行动，特请叔父待客，抚劝各处守收之官。”
听说这件事后，后主急忙召见黄皓询问。,后主闻知，慌召黄皓问之。
孔融得知刘玄德军队已经抵达。,却说刘玄德军到，见孔融。
孔明看到折二将和张嶷被击败，伤痕累累，于是对姜维说：“陈仓道口这条路行不通。你还有什么好主意吗？”,孔明见折二将，张嶷又被打伤，即唤姜维曰：“陈仓道口这条路不可行。别求何策？”
当人们注视着他时，发现他是孟获的妻子弟，如今担任八番部的部长，自称带来洞主。,众视之，乃孟获妻弟，现为八番部长，名曰带来洞主。
金帛相酬，慈却不受，归。,融以金帛相酬，慈不肯受而归。
新的汉家城郭，不再是最初的样子；吴国江山，即将再次改写。,汉家城郭已非旧，吴国江山将复更。
张鲁听到这个消息，便向杨松请教。,张鲁闻之，问计于杨松。
卫瓘、胡烈、田续、庞会、田章、爰青、丘建、夏侯咸、王买、皇甫闿、句安等80多人是监军和护军。,时有监军卫瓘，护军胡烈，大将田续、庞会、田章、爰青、丘建、夏侯咸、王买、皇甫闿、句安等八十余员。
只有黄权和刘巴两人，选择闭门不出。,惟黄权、刘巴，闭门不出。
操问：“我要吃龙肝做的汤，你能不能弄来？”,操曰：“我要龙肝作羹，汝能取否？”
徐庶接到命令后出发了。,徐庶受命而行。
在建宁二年四月十五日，皇帝在温德殿上亲自临朝。,建宁二年四月望日，帝御温德殿。
操说：“我和将军的父亲曾经一起通过孝廉考试，我曾经伺候他就像侍奉叔叔一样。我和您一同走上仕途，已经有很多年了。请问您今年多大了？”,操曰：“吾与将军之父，同举孝廉，吾尝以叔事之。吾亦与公同登仕路，不觉有年矣。将军今年妙龄几何？”
张鲁欣喜万分，立即召见庞德，对他大加赞赏并慷慨奖赏；然后点齐一万名士兵，让庞德率军出征。,张鲁大喜，即召庞德至，厚加赏劳；点一万军马，令庞德出。
庞德回到营地，对众人说道：“人们都说关羽勇猛无双，今日一见，果然名不虚传。”,庞德归寨，对众曰：“人言关公英雄，今日方信也。”
两人马头相对，各自拿着缰绳交谈。,二人马头相交，各按辔对语。
一位女士说道：“我是袁将军的妻子刘氏。”,一妇人告曰：“妾乃袁将军之妻刘氏也。”
给予金器一套，授予益寿亭侯称号；处罚夏侯惇治兵不严的过错。,乃赐以金器一副，封益寿亭侯；赍夏侯惇治兵不严之过。
所有的军队和将领都感到惊恐。,诸军众将，无不骇然。
诩告诉李傕和郭汜说：“长安西边二百里的盩厔山，道路险峻，可以让张、樊两位将军在这里驻军，修筑坚固的堡垒守卫；让李蒙和王方带领军队迎击敌人，就可以了。”,诩谓李傕、郭汜曰：“长安西二百里盩厔山，其路险峻，可使张、樊两将军屯兵于此，坚壁守之；待李蒙、王方自引兵迎敌，可也。”
亲操宝剑，率众连夜追杀，剿戮极多，降者无数。,操亲掣宝剑押阵，率众连夜追杀，剿戮极多，降者不计其数。
在中午时分，城门打开，两位将领带着军队出战：侯成在前，高顺在后。,是日午牌，城门开处，两员将引军出战：前军侯成，后军高顺。
权说：“怎么敢不听我的命令！”,权曰：“焉敢违我令！”
逵问道：“你已经没有其他打算了，为何还要带兵进入城市呢？”,逵曰：“既无异心，何故带兵入城？”
达夺匆匆离开，申耽紧随其后。,达夺路而走，申耽赶来。
飞说：“兄长已经砍了颜良和文丑，怎么才能离开呢？”,飞曰：“兄斩他颜良、文丑，如何去得？”
司马望问道：“姜维计划周密，难道他真的在洮阳虚晃一枪，然后悄悄前往祁山吗？”,司马望曰：“姜维多计，莫非虚取洮阳而实来取祁山乎？”
有人 within the military department recognized董荼那，声称马岱是這樣做的。,部内军有认得是董荼那，说与马岱如此如此。
"""请问主公在哪里呢？"" 进问道。",进曰：“主公何在？”
群臣请求曹丕感激天地。,百官请曹丕答谢天地。
子服说：“你想杀了曹公！我会自首的。”,子服曰：“汝欲杀曹公！吾当出首。”
关公向老人询问起他的姓名。,关公问老人姓名。
逊笑着说：“我的这个计划，其实只是瞒过了诸葛亮而已。幸好这个人不在，让我得以取得更大的成功。”,逊笑曰：“吾这条计，但瞒不过诸葛亮耳。天幸此人不在，使我成大功也。”
宁假笑着说：“如果是这样的话，那真是太幸运了！”,宁佯喜曰；“若如此，是天赐其便也！”
在江边，分布着二十四座水门，大船停靠在外，形成城墙；小船停靠在内，方便通行。夜晚灯火通明，照亮了水面，宛如天光。,沿江一带分二十四座水门，以大船居于外为城郭，小船居于内，可通往来，至晚点上灯火，照得天心水面通红。
在寨中，有许多军械和马匹，都让孟达搬进关来。,寨中丢下军器鞍马无数，尽教孟达搬运入关。
维笑着说：“你来试试看。”,维笑曰：“汝试变来。”
尚弘，校尉，命令士兵用绢包着皇帝和皇后，然后先挂着皇帝往下放，才能下船。,行军校尉尚弘用绢包帝及后，令众先挂帝往下放之，乃得下船。
懿说：“我已经推测到，这次诸葛亮肯定会像韩信一样秘密袭击陈仓。我建议派一个人去陈仓道口修筑城池，以确保万无一失。这个人身材高大，擅长射箭，非常聪明。如果诸葛亮来攻，这个人足够对付他。”,懿曰：“臣已算定今番诸葛亮必效韩信暗度陈仓之计。臣举一人往陈仓道口，筑城守御，万无一失：此人身长九尺，猿臂善射，深有谋略。若诸葛亮入寇，此人足可当之。”
李乐邀请帝进入杨奉的营地，让他暂时休息一下。,李乐请帝入杨奉营暂歇。
褚更没有回答，突然飞马抢夺对方的袍子。,褚更不回答，竟飞马来夺袍。
怀疑超心，保持沉默。,超心甚疑，不言而退。
到达襄阳东门，发现城上插满旗帜，壕边有鹿角，玄德让刘琮快开门，说只是想救百姓，没其他想法。,行至襄阳东门，只见城上遍插旌旗，壕边密布鹿角，玄德勒马大叫曰：“刘琮贤侄，吾但欲救百姓，并无他念。可快开门。”
苞和兴二人手下的兵力较少，他们匆忙撤退，回到猇亭，然后前来见先主，将首级递交给他，详细讲述了整个事件。,苞、兴二人兵少，慌忙撤退，回至猇亭，来见先主，献上首级，具言此事。
祥说：“我在西蜀孔明军中，担任重要职务，对待您就像对待尊贵的客人一样。我特意派人来见您，有重要事情要告诉您。”,祥曰：“吾在西蜀孔明帐下，参赞军机，待以上宾之礼。特令某来见公，有言相告。”
韩福挺弓插箭，带领着一千人的马队，在关口排成阵势，大声问道：“敢问来者是何人？”,韩福弯弓插箭，引一千人马，排列关口，问：“来者何人？”
在一晚，两人带着五百名士兵直接冲向赵云的营地投降。,当夜二人引五百军径奔赵云寨来投降。
曹操也受到了陈珪父子两人的参拜。,陈珪父子亦来参拜曹操。
李和郭两个贼人想要杀掉献帝。,却说李、郭二贼欲弑献帝。
对于刘繇的旧部，那些愿意跟随军队的人会得到尊重，而那些不愿意参加的人则会得到奖赏，让他们回家务农。,其刘繇旧军，愿从军者听从，不愿为军者给赏归农。
在这一刻，即使有汉祖在，又怎么能拿起剑夺取天下呢？,当此之时，虽有汉祖，安能仗剑取天下乎？
单福胜利回县后，告诉玄德：“曹仁在樊城驻军，听说两位被击败，会派大军来对抗我们。”,且说单福得胜回县，谓玄德曰：“曹仁屯兵樊城，今知二将被诛，必起大军来战。”
在顿丘担任令职，因黄巾叛乱，被授予骑都尉之职，率领五千骑兵和步兵前往颍川协助作战。,后为顿丘令，因黄巾起，拜为骑都尉，引马步军五千，前来颍川助战。
操说：“你先回寨，我明天派人告诉你。”,操曰：“汝且回寨，吾来日使人回报。”
赵直考虑了很久，最后回答道：“这可是一个非常吉祥的预兆：麒麟的角上长着角，苍龙的角上也长着角，这是它们变化飞腾的象征。”,赵直想了半晌，答曰：“此大吉之兆：麒麟头上有角，苍龙头上有角，乃变化飞腾之象也。”
司马懿留下大批军队守卫寨卡，自己则只带领着五千精锐士兵继续前行。,司马懿留下许多军马守寨，只引五千精兵，随后进发。
左右无人可回顾，他说道：“如果你敢说出我的计划，那么江南八十一州百姓都将是你带来的灾难！”,回顾左右无人，乃曰：“你若说破我计，可惜江南八十一州百姓，皆是你送了也！”
袁军看到是自己军队的旗号，于是放心了。,袁军见是自家旗号，遂不疑惑。
不久之后，李傕前来拜见，手持利剑。,少顷，李傕来见，带剑而入。
领命下坛的是逊，命令徐盛、丁奉作为护卫，立即出师；同时调遣各路军马，水陆并进。,逊领命下坛，令徐盛、丁奉为护卫，即日出师；一面调诸路军马，水陆并进。
说完这句话，他拍了拍手，放声大笑，然后说道：“如果我成了司马懿，就不会那么轻易地撤退了。”,言讫，拍手大笑，曰：“吾若为司马懿，必不便退也。”
权喜听了他的话，立即派鲁肃带着礼物去江夏参加葬礼。,权喜从其言，即遣鲁肃赍礼往江夏吊丧。
蜀兵来到城下：东门点火，西门呼喊；南门点火，北门敲鼓。,蜀兵赶到城下：东门放火，西门呐喊；南门放火，北门擂鼓。
两人正在商量事情，突然听到消息：“魏军向南移动了。”,二人正商议间，忽报：“魏兵往南去了。”
突然听到背后的声音，超迅速闪避，却命中了前面的李堪，李堪摔下马死去了。,超听得背后弦响，急闪过，却射中前面李堪，落马而死。
兴拜完事后，直接去了成都。,兴拜辞父亲，径投成都去讫。
说时迟，那时快，夏侯惇赶到，曹豹挺枪出马，便与夏侯惇交战。,夏侯惇赶来，曹豹挺枪跃马，前来迎敌。
第二天，雷铜再次前往山下作战，但郃却不出现在战斗中。,次日，雷铜又去山下搦战，郃又不出。
姜维带领部队向北前进，走了大约三十里，发现魏军已经开始出发。于是他下令部队掉头回程，将后队变作前队，直接冲到桥头。果然，魏军的大部队已经离开，只留下一小股兵力守桥。姜维毫不留情地冲上去，将魏军打得溃散，并烧毁了他们的寨栅。,姜维入北道，约行三十里，料知魏兵起行，乃勒回兵，后队作前队，径到桥头，果然魏兵大队已去，只有些小兵把桥，被维一阵杀散，尽烧其寨栅。
国大愤怒地责备周瑜说：“你是六郡八十一州的大都督，竟然没有任何计划去夺取荆州，却拿我的女儿作为借口，用美人计！如果杀了刘备，我的女儿就会成为无人问津的寡妇，明天再想找人结婚就难了！你们真是太过分了！”,国太大怒，骂周瑜曰：“汝做六郡八十一州大都督，直恁无条计策去取荆州，却将我女儿为名，使美人计！杀了刘备，我女便是望门寡，明日再怎的说亲？须误了我女儿一世！你们好做作！”
张懿下令张郃率一支军队驻守在王平的前方。,懿乃命张郃引一军，当住王平来路。
孔明下令解开他的束缚，先让他待在另一个帐篷里，用酒和食物来平复他的惊恐。,孔明令去其缚，教且在别帐与酒食压惊。
在回顾的时候，还看到数十名骑兵在阵中，无法脱身，于是只好再次冲锋，成功解救了自己被困的困境。,回顾尚有数十骑在阵，不能得出，遂复翻身杀入，救出重围。
前船不远，徐盛站在船头大声喊道：“军师别走！都督有请！”,遥望前船不远，徐盛在船头上高声大叫：“军师休去！都督有请！”
孔明在军中感到焦虑，突然听到：“东边的援军已经到，旗子上写着：‘魏军先锋大将王双’。”,孔明正在营中忧闷，忽报：“东边救兵到了，旗上书：‘魏先锋大将王双’。”
操说道：“这下糟了！如果我们不先发制人，肯定会被抓住。”,操曰：“是矣！今若不先下手，必遭擒获。”
曹仁输了，相信李典的话；然后又去找典商议，说：“刘备的军队里肯定有厉害的人，我们的阵被打破了。”,却说曹仁输了一阵，方信李典之言；因复请典商议，言：“刘备军中必有能者，吾阵竟为所破。”
岱说：“我是主将，怎么能先走呢？”,岱曰：“我是主将，如何先去？”
在剑光闪烁的时候，鲜血四处飞溅：马玩被砍倒，梁兴被击倒在地，三将各自逃命。,剑光明处，鲜血溅飞：砍翻马玩，剁倒梁兴，三将各自逃生。
云一枪刺落马下，立刻拔腿就跑。,被云一枪刺落马下，夺路便走。
人马迅速奔腾在土阜上。,人马急奔土阜。
在许昌，魏主开始大规模地兴建宫殿，大规模地扩建工程；而在洛阳，他又建造了朝阳殿、太极殿，还有总章观，高度达到十丈；他还设立了崇华殿、青霄阁、凤凰楼、九龙池，并且任命了博士马钧来监督这些工程的建造，每一个建筑都极尽奢华之风：精雕细刻的梁柱，碧绿的瓦片，金色的砖石，闪耀着太阳般的光辉。,魏主在许昌大兴土木，建盖宫殿；又于洛阳造朝阳殿、太极殿，筑总章观，俱高十丈；又立崇华殿、青霄阁、凤凰楼、九龙池，命博士马钧监造，极其华丽：雕梁画栋，碧瓦金砖，光辉耀日。
让吕蒙和甘宁担任先锋，蒋钦和潘璋作为后备，权力亲自带领周泰、陈武、董袭和徐盛组成中军。,遂教吕蒙、甘宁为先锋，蒋钦、潘璋为合后，权自引周泰、陈武、董袭、徐盛为中军。
快赶到黄忠寨的是渊，他说他愿意用陈式换夏侯尚。,渊急使人到黄忠寨，言愿将陈式来换夏侯尚。
良说：“即使将军离开，我们也应该做好准备。”,良曰：“纵将军去，亦当有准备。”
法正说：“山北有一条大路，通往雒城东门；山南有一条小路，通往雒城西门：两路都可以进攻。”,法正言：“山北有条大路，正取雒城东门；山南有条小路，却取雒城西门：两条路皆可进兵。”
后主听黄皓汇报后，立即派人连夜召姜维进宫。,黄皓奏知后主，即遣人星夜宣姜维入朝。
五百随行军士身穿红装，进入南徐购买物品，传闻玄德已经入赘东吴，城中人人皆知此事。,随行五百军士，俱披红挂彩，入南徐买办物件，传说玄德入赘东吴，城中人尽知其事。
后主惊讶地说道：“丞相刚刚去世，东吴背信弃义地侵犯边界，我们应该怎么办呢？”,后主惊曰：“丞相新亡，东吴负盟侵界，如之奈何？”
辂见操言，深知其不可轻动，遂留居邺郡。,操见辂言累验，故不敢轻动，留居邺郡。
卖主卖贤，看似奇功，实则空无一物。金银虽积，家未荣华，身受戮辱。可笑杨松，千载笑柄！,妨贤卖主逞奇功，积得金银总是空。家未荣华身受戮，令人千载笑杨松！
操感叹道：“命运已注定，无法再挽回！”,操曰：“命已至此，不得复活矣！”
懿阅读了孔明的回信，惊讶地说：“我发现的情况与其他人相同。孔明已经看穿了我的计划。幸好天子有幸得到这个消息：孟达已经无能为力了。”,懿看了孔明回书，大惊曰：“世间能者所见皆同。吾机先被孔明识破。幸得天子有福，获此消息：孟达今无能为矣。”
在神亭岭下，刘繇的军队超过一千，与程普等十二名骑兵展开激烈的混战，一直杀到岭下。,刘繇一千余军，和程普等十二骑混战，逶迤杀到神亭岭下。
文丑看到后面的军队赶来，觉得无法对抗，于是转马逃离。,只见文丑后面军马齐到，晃料敌不过，拨马而回。
在逢纪的诬告中说道：“丰在监狱里听说主公的军队失败了，拍手大笑道：果然不出我的意料！”,逢纪因谮曰：“丰在狱中闻主公兵败，抚掌大笑曰：果不出吾之料！”
张任从侧后方追了上来。,张任从背后赶来。
酒喝得很开心的玄德看着庞统说道：“今天的聚会，感觉开心吗？”,玄德酒酣，顾庞统曰：“今日之会，可为乐乎？”
吴军都感到惊讶。,吴兵尽皆惊倒。
两位夫人甘麋见到玄德，向他汇报说吕布下令守卫宅门。,甘、麋二夫人见玄德，具说吕布令兵把定宅门。
维笑着说：“你以为有什么高招吗？只不过是让你在这里布阵，然后他率军袭击我的山后罢了！”,维大笑曰：“有何良谋！不过教汝赚吾在此布阵，他却引兵袭吾山后耳！”
当天，传来消息说山上曹兵前来挑战。,是日，忽报山上曹兵下来搦战。
刚刚在襄阳安顿下来，刘琮听到消息，曹操率大军已赶往襄阳。,刘琮至襄阳，方才歇马，忽报曹操引大军径望襄阳而来。
一名军士指着东南方向的重围说道：“看样子是副将张著在阻挡赵云救黄忠。”,赵云救了黄忠，杀透重围，有军士指曰：“东南上围的，必是副将张著。”
大家惊叹不已。,众皆嗟呀不已。
孔明说：“我有办法。这里向西连接天水郡，向北通往安定郡，这两个地方的太守是谁？”,孔明曰：“吾自有计。此处西连天水郡，北抵安定郡，二处太守，不知何人？”
玄德说：“我深感文将军之大恩，无法回报，愿与您同行：一方面是表达我的感激之情，另一方面则是探明云长的真实意图。”,玄德曰：“备蒙大恩，无可报效，意欲与文将军同行：一者报明公之德，二者就探云长的实信。”
曹仁事先做好了准备，立即下令撤退。,曹仁知有准备，急令退军。
策高兴地说：“我得到了公瑾，一切都会顺利了！”,策喜曰：“吾得公瑾，大事谐矣！”
权说：“张子布等都支持他的想法。”,权曰：“张子布等皆主其意。”
图建议：“让两个人中的一个离开，怎么样？”,图曰：“然则于二人内遣一人去，何如？”
维勒折返，率领马来对付郭淮，魏军突然出现。,维勒回马来杀郭淮，魏军骤至。
于是说道：“我只得谈谈北京的老事情了。”,遂曰：“只诉京师旧事耳。”
权说道：“当初沛公接受项羽的封赏，或许是因为时势所迫；为何要拒绝呢？”,权曰：“当日沛公受项羽之封，盖因时也；何故却之？”
维再次强调：“黄皓是个狡猾的人，曾经是灵帝时期的十常侍之一。陛下应该引以为戒，像张让一样近在眼前，像赵高一样遥远。尽早除掉他，朝廷就会变得清廉和平，中原也能得以恢复。”,维又奏曰：“黄皓奸巧专权，乃灵帝时十常侍也。陛下近则鉴于张让，远则鉴于赵高。早杀此人，朝廷自然清平，中原方可恢复。”
突然有人报告：“有一支军队向东去了，不知道是哪支军队。”,忽人报曰：“一队军往东而去，不知何人。”
宁拜完成任务，分配一百人奖励。,宁拜受讫，遂分赏百人。
韩遂将曹操使者的推出并斩首，然后下令手下八部军队一同出发。,韩遂便将操使者推出斩之，乃点手下八部军马，一同进发。
诸葛瑾看到先主拒绝，只能独自返回江南。,诸葛瑾见先主不听，只得自回江南。
在突门阁上那个夜晚，我看到城外没有灯火闪烁。,当夜在突门阁上，望见城外无灯火。
关公惊讶地闪开了，问道：“贤弟为何如此？难道你忘了我们在桃园结义的誓言了吗？”,关公大惊，连忙闪过，便叫：“贤弟何故如此？岂忘了桃园结义耶？”
孔明欣喜异常，慷慨奖赏李丰等人。,孔明大喜，厚赏李丰等。
在古庙旁，杉松高耸，水鹤栖息其中。村民们定期去祭祀，无论是岁末还是年初。武侯祠就在附近，君臣一体，共同祭祀。,古庙杉松巢水鹤，岁时伏腊走村翁。武侯祠屋长邻近，一体君臣祭祀同。
肃说：“我只是在说刘氏灭亡，董氏兴起而已。”,肃曰：“亦只是言刘氏灭、董氏兴之意。”
张郃说：“黄忠既勇猛又聪明，再加上法正的帮助，我们不能轻视他们。这里山路险峻，我们应该坚守。”,张郃曰：“黄忠谋勇兼备，况有法正相助，不可轻敌。此间山路险峻，只宜坚守。”
水镜说：“这是我朋友。”,水镜曰：“此吾友也。”
在犹豫不决的时候，突然传来消息说关公派使者来了，赶紧接到客厅接待。,正犹豫间，忽报关公遣使至，接入厅上。
细作向高定道谢后离开，回来向高定汇报孔明之书的内容，称雍闿的行动。,细作拜谢而去，回见高定，呈上孔明之书，说雍闿如此如此。
琦说肃：“我身体不舒服，不能行礼，请不要见怪。”,琦谓肃曰：“病躯不能施礼，子敬勿罪。”
第二天，两人带领着五百名士兵，乘坐几只船，顺风朝着南岸驶去。,次日，二人带五百军士，驾船数只，顺风望着南岸来。
在一旁拦截的是文聘的手下慕容烈，他骑马手持刀剑迎向赵云，但被赵云一枪刺死。,迎头一将拦路，乃文聘部将慕容烈也，拍马舞刀来迎赵云；被云手起一枪刺死。
突然传来使者的消息，急忙迎接到，打开阅读诏书。,忽报使至，慌忙接入，开读诏旨。
在平原上，让玄德担任平原地方的职务，自己去驻守军队。,至平原，令玄德为平原相，自去守地养军。
谈论了关公诉说斩孔秀、韩福的事情。,关公诉说斩孔秀、韩福之事。
在统手的指责下，口中的批评声不绝于耳，耳朵里传来的词语清晰分明，是非曲直一目了然，毫无差错。,统手中批判，口中发落，耳内听词，曲直分明，并无分毫差错。
在《春秋》的义理中，对于大夫在外出行时，如果有着能够确保国家安宁、造福人民的事情，他可以独自承担这个责任。,《春秋》之义：大夫出疆，有可以安社稷、利国家，专之可也。
更深入险峻的地方，开路前行，那将是更加艰辛的劳作，必然是百倍之劳。,又况于深入险阻，凿路而前，则其为劳，必相百也。
袁谭已经派兵离开青州，得知父亲去世，与郭图、辛评商量。,此时袁谭已发兵离青州，知父死，便与郭图、辛评商议。
在文官武将朝贺结束后，皇帝宣布大赦天下，决定改元永安元年；授予孙綝丞相和荆州牧的职位；对多位官员进行了封赏；并将兄长子孙皓的子孙封为乌程侯。,文官武将朝贺已毕，大赦天下，改元永安元年；封孙綝为丞相、荆州牧；多官各有封赏；又封兄之子孙皓为乌程侯。
绍派遣通告孙坚，要求他继续前进。,绍遂移檄孙坚，令其进兵。
第二天醒来，感觉非常后悔。,次日，操酒醒，懊恨不已。
孟获说：“我猜想诸葛亮放弃辎重离开，一定是国内有紧急情况：如果不是吴国入侵，那就是魏国进攻。所以他放烟火迷惑敌人，然后放弃车辆离开。赶快去追，不要错过机会。”,孟获曰：“吾料诸葛亮弃辎重而去，必因国中有紧急之事：若非吴侵，定是魏伐。故虚张灯火以为疑兵，弃车仗而去也。可速追之，不可错过。”
多次被孙权劝阻。,孙权再三劝止。
初时，公孙瓒收服了赵云，却不了解他的真实意图，只好让他单独带领一支军队殿后。,公孙瓒初得赵云，不知心腹，令其另领一军在后。
听到这个消息，玄德才终于松了口气。,玄德闻之，方始宽心。
在乡村里，有一位年迈的妇人失去了她的牛，于是她决定去找人占卜。,乡中有老妇失牛，求卜之。
军队抵达济北，夏侯渊等热情迎接进入寨内，详细讲述了兄长夏侯惇受伤失去一只眼，病情尚未痊愈的情况。,军行至济北，夏侯渊等迎接入寨，备言兄夏侯惇损其一目，卧病未痊。
慈遂取下冠上的玉簪，轻轻地在杯中划过，将酒水一分为二；自己喝了一半，另一半则递给操。,慈遂拔冠上玉簪，于杯中一画，将酒分为两半；自饮一半，将一半奉操。
懿说：“如果孔明从武功出来，沿着山向东走，我们就危险了；但如果他选择从渭南出来，只会在五丈原西边停下来，我们才不会有麻烦。”,懿曰：“孔明若出武功，依山而东，我等皆危矣；若出渭南，西止五丈原，方无事也。”
先王植大声喊道：“关某别想逃跑！”,当先王植大叫：“关某休走！”
玄德遵从命令，派人前往成都。,玄德从之，遣人往成都。
句安率领一支军队，李歆率领另一支军队出城迎战；但由于兵力不足，无法抵挡敌军，只得退回城中。,句安、李歆各引一军出迎；因兵少不能抵敌，退入城中。
第日，城楼高高挂起了白幡，上面鲜明地书写着“冀州百姓归降。”,次日，城上竖起白旗，上写“冀州百姓投降。”
大声回答：“你们无礼，多次侵犯我们国家，如果不离开，会让你们全军覆没！”,望大声而答曰：“汝等无礼，数犯上国，如不早退，令汝片甲不归！”
当两人爬上山坡时，他们看到一群数十名蛮族士兵骑马奔腾而来。,二人上山坡看时，果见数十骑蛮兵，纵马而来。
司马懿和曹爽一起主持政务。,司马懿与曹爽辅政。
愿陛下能够清心寡欲，约束自己，爱民如子；继承先皇的孝道，普及仁爱于天下；发掘隐士，任用贤良；排除奸邪，厚植风俗。,伏愿陛下：清心寡欲，约己爱民；达孝道于先皇，布仁恩于宇下；提拔幽隐，以进贤良；屏斥奸邪，以厚风俗。
在夜幕降临时，二更钟声响起，所有的士兵都已抵达。,夜至二鼓，众兵皆到。
古代的圣明君主从不追求过高的宫室建筑，也不牺牲百姓的财力。,古之圣帝明王，未有极宫室之高丽，以凋敝百姓之财力者也。
卓说：“孩子要去接受汉禅，母亲很快就会成为太后！”,卓曰：“儿将往受汉禅，母亲早晚为太后也！”
在争论不休的时候，突然传来消息：“吴寨内已经有十多个士兵前来投降。其中还有两个人，原来是曹兵被俘虏过去的。”,正论间，忽报：“吴寨内有十数个军士来降。中间亦有二人，原是曹兵被掳过去的。”
职责在臣，《春秋》责我。,《春秋》责帅，臣职是当。
平、嶷二人勇猛杀敌，蜀军损失惨重。,平、嶷二人奋力杀出，蜀兵折伤大半。
云长双掌上迎。,云长双手来接。
孔明勃然大怒，厉声说道：“你再次被我捉住，还有什么可说的！”,孔明大怒曰：“你今番又被吾擒了，有何理说！”
曹军欢欣鼓舞，热烈欢迎着。,曹军内乐进出迎。
愤怒的操当即决定出兵。,操大怒，即日进兵。
舒说：“没有神庙，只有诸葛武侯的墓。”,舒曰：“并无神庙，惟有诸葛武侯之墓。”
所有的官员都说自己没有错。,众官各言无罪。
玄德匆匆返回军队，军中一片混乱。,玄德连忙回军，军中大乱。
乾回答说：“我们已经把军队部署在油江口。”,乾答曰：“现移兵屯油江口。”
玄德感到惭愧，纪灵沉默片刻后说：“将军的话，我不得不听从；但我要回去，主人会相信吗？”,”玄德暗称惭愧。纪灵默然半响，告布曰：“将军之言，不敢不听；奈纪灵回去，主人如何肯信？
说真话反而被视为仇敌，袁绍这位独夫缺乏深远谋略。乌巢粮尽，根基动摇，他却还想固守冀州。,逆耳忠言反见仇，独夫袁绍少机谋。乌巢粮尽根基拔，犹欲区区守冀州。
坚守真贞，默默无声，灵魂若有所思，能洞悉我心：从今以后，无人能与我共鸣！,朴守其贞，冥冥灭灭，魂如有灵，以鉴我心：从此天下，更无知音！
在县中与孙乾等讨论。,到县中，与孙乾等商议。
曹真和司马懿商量说：“连续阴雨三十天，军队失去了斗志，都想要回家，怎么办？”,却说曹真与司马懿商议曰：“今连阴三十日，军无战心，各有思归之意，如何禁止？”
来到柴桑界首，看到后尘扬起，听到报告：“追兵到了！”,看看来到柴桑界首，望见后面尘头大起，人报：“追兵至矣！”
阎圃说：“汉川的百姓众多，财富充足，四面险要；马超刚刚战败，西凉的百姓们纷纷通过子午谷涌入汉中，人数不下数万。我认为益州刘璋昏庸脆弱，不如先夺取西川四十一州作为根基，然后再称王也不算晚。”,阎圃曰：“汉川之民户出十万余众，财富粮足，四面险固；今马超新败，西凉之民，从子午谷奔入汉中者，不下数万。愚意益州刘璋昏弱，不如先取西川四十一州为本，然后称王未迟。”
孔明曾指出，那些大贤如果被赋予 small 职责，往往会因为酒醉糊涂，而感到事务倦怠。,孔明曰：“大贤若处小任，往往以酒糊涂，倦于视事。”
董说：“城中还有三万多名士兵；钱、布、粮食足以支撑一年：为什么要就投降呢？”,董和曰：“城中尚有兵三万余人；钱帛粮草，可支一年：奈何便降？”
操问道：“你了解我的命令吗？”,操曰：“汝知吾令否？”
在帐下，董袭说道：“我曾与海寇交战，身受数枪，幸得会稽一位贤郡吏虞翻的推荐，找到一位医生。半个月后，我便康复了。”,帐下董袭曰：“某曾与海寇相持，身遭数枪，得会稽一个贤郡吏虞翻荐一医者，半月而愈。”
